#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
         731     1.56779     1.71326   0.0121066
         732     1.56581     1.71306   0.0120917
         733     1.56386     1.71285    0.012077
         734     1.56193     1.71265   0.0120623
         735     1.56001     1.71244   0.0120476
         736     1.55807     1.71223   0.0120331
         737     1.55611     1.71202   0.0120186
         738     1.55413      1.7118   0.0120042
         739     1.55211     1.71159   0.0119899
         740     1.55004     1.71137   0.0119757
         741     1.54793     1.71115   0.0119616
         742     1.54577     1.71093   0.0119476
         743     1.54357      1.7107   0.0119336
         744     1.54135     1.71047   0.0119197
         745      1.5391     1.71024   0.0119059
         746     1.53685     1.71001   0.0118923
         747     1.53462     1.70978   0.0118787
         748     1.53243     1.70954   0.0118651
         749     1.53031      1.7093   0.0118517
         750     1.52831     1.70906   0.0118384
         751     1.52645     1.70881   0.0118251
         752     1.52479     1.70857   0.0118119
         753     1.52338     1.70832   0.0117988
         754     1.52226     1.70808   0.0117857
         755     1.52148     1.70783   0.0117727
         756     1.52109     1.70758   0.0117597
         757     1.52115     1.70734   0.0117468
         758     1.52169     1.70709   0.0117338
         759     1.52275     1.70685   0.0117209
         760     1.52436     1.70661   0.0117079
         761     1.52654     1.70637   0.0116949
         762      1.5293     1.70614   0.0116819
         763     1.53264     1.70591   0.0116688
         764     1.53655     1.70569   0.0116556
         765       1.541     1.70548   0.0116424
         766     1.54595     1.70527    0.011629
         767     1.55135     1.70507   0.0116156
         768     1.55714     1.70487   0.0116021
         769     1.56327     1.70469   0.0115884
         770     1.56965     1.70451   0.0115747
         771     1.57621     1.70435   0.0115609
         772     1.58288     1.70419    0.011547
         773     1.58957     1.70404    0.011533
         774      1.5962      1.7039   0.0115189
         775     1.60271     1.70377   0.0115048
         776     1.60902     1.70365   0.0114906
         777     1.61507     1.70354   0.0114764
         778      1.6208     1.70343   0.0114622
         779     1.62618     1.70333   0.0114479
         780     1.63115     1.70324   0.0114336
         781      1.6357     1.70315   0.0114193
         782     1.63978     1.70307   0.0114049
         783     1.64339     1.70299   0.0113906
         784     1.64653     1.70292   0.0113763
         785     1.64919     1.70285    0.011362
         786     1.65138     1.70279   0.0113478
         787     1.65311     1.70273   0.0113335
         788     1.65441     1.70266   0.0113193
         789     1.65529      1.7026   0.0113051
         790     1.65577     1.70254    0.011291
         791      1.6559     1.70249   0.0112769
         792     1.65571     1.70243   0.0112628
         793     1.65522     1.70237   0.0112487
         794     1.65448     1.70231   0.0112347
         795     1.65352     1.70225   0.0112208
         796     1.65238     1.70218   0.0112068
         797     1.65109     1.70212    0.011193
         798     1.64968     1.70205   0.0111791
         799     1.64819     1.70199   0.0111653
         800     1.64666     1.70192   0.0111516
         801     1.64509     1.70185   0.0111379
         802     1.64353     1.70177   0.0111243
         803     1.64199      1.7017   0.0111106
         804     1.64048     1.70162   0.0110971
         805     1.63903     1.70154   0.0110836
         806     1.63763     1.70146   0.0110701
         807     1.63631     1.70138   0.0110567
         808     1.63507      1.7013   0.0110433
         809     1.63391     1.70122     0.01103
         810     1.63283     1.70113   0.0110167
         811     1.63183     1.70105   0.0110034
         812     1.63092     1.70096   0.0109902
         813     1.63008     1.70088    0.010977
         814     1.62931     1.70079   0.0109639
         815     1.62861      1.7007   0.0109508
         816     1.62797     1.70061   0.0109378
         817      1.6274     1.70052   0.0109247
         818     1.62688     1.70043   0.0109117
         819     1.62642     1.70034   0.0108988
         820     1.62602     1.70025   0.0108859
         821     1.62567     1.70016    0.010873
         822     1.62537     1.70007   0.0108602
         823     1.62512     1.69998   0.0108473
         824     1.62493     1.69989   0.0108346
         825     1.62479     1.69979   0.0108218
         826     1.62471      1.6997   0.0108091
         827     1.62469     1.69961   0.0107964
         828     1.62474     1.69952   0.0107837
         829     1.62484     1.69943   0.0107711
         830     1.62501     1.69934   0.0107585
         831     1.62523     1.69925   0.0107459
         832     1.62552     1.69916   0.0107334
         833     1.62585     1.69908   0.0107209
         834     1.62623     1.69899   0.0107084
         835     1.62665      1.6989   0.0106959
         836      1.6271     1.69882   0.0106834
         837     1.62756     1.69873    0.010671
         838     1.62802     1.69865   0.0106586
         839     1.62846     1.69856   0.0106462
         840     1.62888     1.69848   0.0106339
         841     1.62925      1.6984   0.0106216
         842     1.62955     1.69832   0.0106093
         843     1.62976     1.69824    0.010597
         844     1.62988     1.69815   0.0105847
         845     1.62986     1.69807   0.0105725
         846     1.62971     1.69799   0.0105603
         847      1.6294     1.69791   0.0105482
         848     1.62891     1.69783    0.010536
         849     1.62823     1.69775    0.010524
         850     1.62734     1.69767   0.0105119
         851     1.62624     1.69758   0.0104999
         852      1.6249      1.6975   0.0104879
         853     1.62332     1.69741    0.010476
         854     1.62149     1.69732   0.0104641
         855      1.6194     1.69723   0.0104522
         856     1.61706     1.69714   0.0104404
         857     1.61445     1.69704   0.0104287
         858     1.61158     1.69694    0.010417
         859     1.60846     1.69684   0.0104054
         860     1.60508     1.69673   0.0103939
         861     1.60145     1.69662   0.0103824
         862      1.5976      1.6965    0.010371
         863     1.59352     1.69638   0.0103596
         864     1.58924     1.69626   0.0103484
         865     1.58478     1.69613   0.0103372
         866     1.58016       1.696   0.0103262
         867     1.57541     1.69586   0.0103152
         868     1.57055     1.69571   0.0103043
         869     1.56561     1.69556   0.0102935
         870     1.56063     1.69541   0.0102829
         871     1.55563     1.69525   0.0102723
         872     1.55066     1.69508   0.0102619
         873     1.54574     1.69491   0.0102516
         874      1.5409     1.69474   0.0102413
         875     1.53618     1.69455   0.0102312
         876      1.5316     1.69437   0.0102213
         877      1.5272     1.69418   0.0102114
         878     1.52299     1.69398   0.0102016
         879     1.51899     1.69378   0.0101919
         880     1.51522     1.69358   0.0101824
         881     1.51168     1.69337   0.0101729
         882     1.50839     1.69317   0.0101635
         883     1.50534     1.69295   0.0101543
         884     1.50254     1.69274   0.0101451
         885     1.49997     1.69252   0.0101359
         886     1.49763      1.6923   0.0101269
         887     1.49551     1.69208   0.0101179
         888     1.49359     1.69185    0.010109
         889     1.49186     1.69163   0.0101001
         890     1.49031      1.6914   0.0100913
         891     1.48892     1.69118   0.0100825
         892     1.48768     1.69095   0.0100738
         893     1.48656     1.69072   0.0100651
         894     1.48557     1.69049   0.0100565
         895     1.48468     1.69026   0.0100479
         896     1.48389     1.69003   0.0100393
         897     1.48319      1.6898   0.0100307
         898     1.48258     1.68957   0.0100222
         899     1.48204     1.68934   0.0100137
         900     1.48159     1.68911   0.0100053
         901     1.48121     1.68887  0.00999682
         902     1.48092     1.68864   0.0099884
         903     1.48069     1.68841  0.00997999
         904     1.48055     1.68818   0.0099716
         905     1.48048     1.68795  0.00996322
         906     1.48049     1.68773  0.00995486
         907     1.48058      1.6875   0.0099465
         908     1.48074     1.68727  0.00993815
         909     1.48097     1.68704  0.00992981
         910     1.48127     1.68682  0.00992147
         911     1.48163     1.68659  0.00991314
         912     1.48205     1.68637   0.0099048
         913     1.48251     1.68614  0.00989647
         914     1.48301     1.68592  0.00988814
         915     1.48355      1.6857  0.00987981
         916     1.48411     1.68548  0.00987147
         917     1.48469     1.68526  0.00986313
         918     1.48528     1.68504  0.00985479
         919     1.48587     1.68483  0.00984645
