#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
         731     1.04519     1.14217  0.00807107
         732     1.04387     1.14204  0.00806116
         733     1.04258      1.1419  0.00805131
         734     1.04129     1.14176   0.0080415
         735        1.04     1.14163  0.00803175
         736     1.03871     1.14149  0.00802206
         737     1.03741     1.14134  0.00801242
         738     1.03609      1.1412  0.00800283
         739     1.03474     1.14106   0.0079933
         740     1.03336     1.14091  0.00798382
         741     1.03195     1.14077   0.0079744
         742     1.03051     1.14062  0.00796504
         743     1.02905     1.14047  0.00795573
         744     1.02756     1.14031  0.00794649
         745     1.02607     1.14016   0.0079373
         746     1.02457     1.14001  0.00792817
         747     1.02308     1.13985   0.0079191
         748     1.02162     1.13969  0.00791009
         749     1.02021     1.13953  0.00790114
         750     1.01887     1.13937  0.00789224
         751     1.01763     1.13921   0.0078834
         752     1.01653     1.13905   0.0078746
         753     1.01559     1.13888  0.00786585
         754     1.01484     1.13872  0.00785714
         755     1.01432     1.13855  0.00784846
         756     1.01406     1.13839  0.00783981
         757      1.0141     1.13822  0.00783117
         758     1.01446     1.13806  0.00782254
         759     1.01516      1.1379  0.00781391
         760     1.01624     1.13774  0.00780527
         761     1.01769     1.13758  0.00779661
         762     1.01953     1.13743  0.00778791
         763     1.02176     1.13727  0.00777918
         764     1.02437     1.13713   0.0077704
         765     1.02733     1.13698  0.00776157
         766     1.03063     1.13684  0.00775268
         767     1.03423     1.13671  0.00774373
         768     1.03809     1.13658  0.00773471
         769     1.04218     1.13646  0.00772562
         770     1.04643     1.13634  0.00771647
         771     1.05081     1.13623  0.00770726
         772     1.05525     1.13613  0.00769799
         773     1.05971     1.13603  0.00768867
         774     1.06413     1.13594   0.0076793
         775     1.06847     1.13585  0.00766988
         776     1.07268     1.13577  0.00766043
         777     1.07671     1.13569  0.00765095
         778     1.08054     1.13562  0.00764144
         779     1.08412     1.13555  0.00763192
         780     1.08744     1.13549  0.00762238
         781     1.09046     1.13543  0.00761284
         782     1.09319     1.13538   0.0076033
         783      1.0956     1.13533  0.00759376
         784     1.09769     1.13528  0.00758422
         785     1.09946     1.13524   0.0075747
         786     1.10092     1.13519  0.00756519
         787     1.10208     1.13515  0.00755569
         788     1.10294     1.13511  0.00754622
         789     1.10352     1.13507  0.00753676
         790     1.10385     1.13503  0.00752732
         791     1.10394     1.13499  0.00751791
         792     1.10381     1.13495  0.00750852
         793     1.10348     1.13491  0.00749915
         794     1.10299     1.13487  0.00748982
         795     1.10235     1.13483  0.00748051
         796     1.10159     1.13479  0.00747123
         797     1.10073     1.13475  0.00746197
         798     1.09979      1.1347  0.00745275
         799      1.0988     1.13466  0.00744356
         800     1.09777     1.13461   0.0074344
         801     1.09673     1.13456  0.00742527
         802     1.09569     1.13452  0.00741617
         803     1.09466     1.13447   0.0074071
         804     1.09366     1.13441  0.00739806
         805     1.09269     1.13436  0.00738905
         806     1.09176     1.13431  0.00738007
         807     1.09088     1.13426  0.00737112
         808     1.09005      1.1342   0.0073622
         809     1.08927     1.13415  0.00735331
         810     1.08855     1.13409  0.00734445
         811     1.08789     1.13403  0.00733561
         812     1.08728     1.13398  0.00732681
         813     1.08672     1.13392  0.00731803
         814      1.0862     1.13386  0.00730927
         815     1.08574      1.1338  0.00730054
         816     1.08531     1.13374  0.00729183
         817     1.08493     1.13368  0.00728315
         818     1.08459     1.13362   0.0072745
         819     1.08428     1.13356  0.00726587
         820     1.08401      1.1335  0.00725726
         821     1.08378     1.13344  0.00724867
         822     1.08358     1.13338   0.0072401
         823     1.08341     1.13332  0.00723156
         824     1.08328     1.13326  0.00722304
         825     1.08319      1.1332  0.00721454
         826     1.08314     1.13314  0.00720606
         827     1.08313     1.13308   0.0071976
         828     1.08316     1.13301  0.00718916
         829     1.08323     1.13295  0.00718074
         830     1.08334     1.13289  0.00717234
         831     1.08349     1.13284  0.00716395
         832     1.08368     1.13278  0.00715559
         833      1.0839     1.13272  0.00714724
         834     1.08416     1.13266   0.0071389
         835     1.08443      1.1326  0.00713059
         836     1.08473     1.13254  0.00712229
         837     1.08504     1.13249    0.007114
         838     1.08534     1.13243  0.00710574
         839     1.08564     1.13238  0.00709749
         840     1.08592     1.13232  0.00708925
         841     1.08617     1.13227  0.00708104
         842     1.08637     1.13221  0.00707284
         843     1.08651     1.13216  0.00706465
         844     1.08658      1.1321  0.00705649
         845     1.08658     1.13205  0.00704834
         846     1.08648       1.132  0.00704022
         847     1.08627     1.13194  0.00703211
         848     1.08594     1.13189  0.00702403
         849     1.08549     1.13183  0.00701597
         850      1.0849     1.13178  0.00700793
         851     1.08416     1.13172  0.00699992
         852     1.08326     1.13166  0.00699194
         853     1.08221     1.13161  0.00698398
         854     1.08099     1.13155  0.00697605
         855      1.0796     1.13149  0.00696816
         856     1.07804     1.13142   0.0069603
         857      1.0763     1.13136  0.00695247
         858     1.07439     1.13129  0.00694469
         859      1.0723     1.13122  0.00693694
         860     1.07005     1.13115  0.00692924
         861     1.06764     1.13108  0.00692159
         862     1.06506       1.131  0.00691398
         863     1.06235     1.13092  0.00690643
         864      1.0595     1.13084  0.00689893
         865     1.05652     1.13075  0.00689149
         866     1.05344     1.13067  0.00688411
         867     1.05027     1.13057  0.00687679
         868     1.04703     1.13048  0.00686954
         869     1.04374     1.13038  0.00686236
         870     1.04042     1.13027  0.00685525
         871     1.03709     1.13017  0.00684822
         872     1.03377     1.13006  0.00684126
         873     1.03049     1.12994  0.00683437
         874     1.02727     1.12982  0.00682756
         875     1.02412      1.1297  0.00682083
         876     1.02107     1.12958  0.00681417
         877     1.01813     1.12945  0.00680758
         878     1.01533     1.12932  0.00680107
         879     1.01266     1.12919  0.00679463
         880     1.01015     1.12905  0.00678825
         881     1.00779     1.12892  0.00678194
         882     1.00559     1.12878  0.00677569
         883     1.00356     1.12863   0.0067695
         884     1.00169     1.12849  0.00676337
         885    0.999978     1.12835  0.00675729
         886    0.998418      1.1282  0.00675125
         887    0.997004     1.12805  0.00674526
         888    0.995726      1.1279  0.00673931
         889    0.994575     1.12775   0.0067334
         890     0.99354      1.1276  0.00672752
         891    0.992613     1.12745  0.00672167
         892    0.991784      1.1273  0.00671586
         893    0.991042     1.12715  0.00671007
         894    0.990379     1.12699  0.00670431
         895    0.989788     1.12684  0.00669857
         896    0.989261     1.12669  0.00669286
         897    0.988795     1.12653  0.00668716
         898    0.988385     1.12638  0.00668148
         899     0.98803     1.12622  0.00667582
         900    0.987727     1.12607  0.00667018
         901    0.987477     1.12592  0.00666455
         902    0.987277     1.12576  0.00665893
         903    0.987129     1.12561  0.00665333
         904    0.987032     1.12546  0.00664773
         905    0.986988      1.1253  0.00664215
         906    0.986996     1.12515  0.00663657
         907    0.987055       1.125    0.006631
         908    0.987162     1.12485  0.00662543
         909    0.987316      1.1247  0.00661987
         910    0.987515     1.12454  0.00661431
         911    0.987754     1.12439  0.00660876
         912     0.98803     1.12424   0.0066032
         913     0.98834      1.1241  0.00659765
         914    0.988676     1.12395  0.00659209
         915    0.989035      1.1238  0.00658654
         916     0.98941     1.12365  0.00658098
         917    0.989796     1.12351  0.00657542
         918    0.990187     1.12336  0.00656986
         919    0.990577     1.12322   0.0065643
